method signature	Jimple statement	suspicious score	ranking	source line	ef	ep	nf	failing tests
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack12 = dynamicinvoke "makeConcatWithConstants" <java.lang.String (long,java.lang.String)>($stack11, l4) <java.lang.invoke.StringConcatFactory: java.lang.invoke.CallSite makeConcatWithConstants(java.lang.invoke.MethodHandles$Lookup,java.lang.String,java.lang.invoke.MethodType,java.lang.String,java.lang.Object[])>("\u0001 \u0001")	0.0000000000	695	534	0	16	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack13 = (double) l0	0.0000000000	695	529	0	4	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack16 = (double) l0	0.0000000000	695	526	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack17 = $stack16 / 60.0	0.0000000000	695	526	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack18 = (double) l0	0.0000000000	695	523	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack19 = $stack18 / 24.0	0.0000000000	695	523	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack20 = $stack19 / 60.0	0.0000000000	695	523	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack21 = (double) l0	0.0000000000	695	520	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack22 = $stack21 / 7.0	0.0000000000	695	520	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack23 = $stack22 / 24.0	0.0000000000	695	520	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack24 = $stack23 / 60.0	0.0000000000	695	520	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack25 = (double) l0	0.0000000000	695	517	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack26 = $stack25 / 365.0	0.0000000000	695	517	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack27 = $stack26 / 24.0	0.0000000000	695	517	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack28 = $stack27 / 60.0	0.0000000000	695	517	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack5 = (double) l0	0.0000000000	695	516	0	16	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack6 = $stack5 cmpl 3.1536E7	0.0000000000	695	516	0	16	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack7 = l0 cmp 604800L	0.0000000000	695	519	0	16	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack8 = l0 cmp 86400L	0.0000000000	695	522	0	16	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	$stack9 = l0 cmp 3600L	0.0000000000	695	525	0	16	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	goto [?= $stack11 = staticinvoke <java.lang.Math: long round(double)>(l2)]	0.0000000000	695	518	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	goto [?= $stack11 = staticinvoke <java.lang.Math: long round(double)>(l2)]	0.0000000000	695	521	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	goto [?= $stack11 = staticinvoke <java.lang.Math: long round(double)>(l2)]	0.0000000000	695	524	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	goto [?= $stack11 = staticinvoke <java.lang.Math: long round(double)>(l2)]	0.0000000000	695	527	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	goto [?= $stack11 = staticinvoke <java.lang.Math: long round(double)>(l2)]	0.0000000000	695	530	0	4	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	if $stack10 < 0 goto l2 = (double) l0	0.0000000000	695	528	0	16	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	if $stack6 < 0 goto $stack7 = l0 cmp 604800L	0.0000000000	695	516	0	16	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	if $stack7 < 0 goto $stack8 = l0 cmp 86400L	0.0000000000	695	519	0	16	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	if $stack8 < 0 goto $stack9 = l0 cmp 3600L	0.0000000000	695	522	0	16	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	if $stack9 < 0 goto $stack10 = l0 cmp 60L	0.0000000000	695	525	0	16	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	l2 = $stack13 / 60.0	0.0000000000	695	529	0	4	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	l2 = $stack17 / 60.0	0.0000000000	695	526	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	l2 = $stack20 / 60.0	0.0000000000	695	523	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	l2 = $stack24 / 60.0	0.0000000000	695	520	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	l2 = $stack28 / 60.0	0.0000000000	695	517	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	l2 = (double) l0	0.0000000000	695	531	0	12	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	l4 = "D"	0.0000000000	695	524	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	l4 = "H"	0.0000000000	695	527	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	l4 = "M"	0.0000000000	695	530	0	4	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	l4 = "S"	0.0000000000	695	532	0	12	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	l4 = "W"	0.0000000000	695	521	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	l4 = "Y"	0.0000000000	695	518	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.lang.String roundSecondToString(long)>	return $stack12	0.0000000000	695	534	0	16	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack10 = new java.util.ArrayList	0.0000000000	695	732	0	25	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack11 = staticinvoke <comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>(l0, l1, l2)	0.0000000000	695	733	0	25	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack12 = staticinvoke <comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>(l3, l4, l5)	0.0000000000	695	733	0	1	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack15 = l1 - 1	0.0000000000	695	737	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack16 = l4 - 1	0.0000000000	695	739	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack17 = virtualinvoke l7.<java.util.Calendar: boolean after(java.lang.Object)>(l8)	0.0000000000	695	741	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack18 = new java.text.SimpleDateFormat	0.0000000000	695	743	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack19 = virtualinvoke l7.<java.util.Calendar: boolean after(java.lang.Object)>(l8)	0.0000000000	695	744	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack20 = virtualinvoke l7.<java.util.Calendar: java.util.Date getTime()>()	0.0000000000	695	745	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	$stack21 = virtualinvoke l9.<java.text.SimpleDateFormat: java.lang.String format(java.util.Date)>($stack20)	0.0000000000	695	745	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)> ::: 28")]	0.0000000000	695	746	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	if $stack11 == 0 goto return l6	0.0000000000	695	733	0	25	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	if $stack12 != 0 goto l7 = staticinvoke <java.util.Calendar: java.util.Calendar getInstance()>()	0.0000000000	695	733	0	1	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	if $stack17 == 0 goto $stack18 = new java.text.SimpleDateFormat	0.0000000000	695	741	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	if $stack19 != 0 goto return l6	0.0000000000	695	744	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	interfaceinvoke l6.<java.util.List: boolean add(java.lang.Object)>($stack21)	0.0000000000	695	745	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	l6 = $stack10	0.0000000000	695	732	0	25	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	l7 = staticinvoke <java.util.Calendar: java.util.Calendar getInstance()>()	0.0000000000	695	735	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	l8 = staticinvoke <java.util.Calendar: java.util.Calendar getInstance()>()	0.0000000000	695	736	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	l9 = $stack18	0.0000000000	695	743	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	return l6	0.0000000000	695	734	0	25	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	return l6	0.0000000000	695	742	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	return l6	0.0000000000	695	748	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	specialinvoke $stack10.<java.util.ArrayList: void <init>()>()	0.0000000000	695	732	0	25	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	specialinvoke $stack18.<java.text.SimpleDateFormat: void <init>(java.lang.String)>("yyyy-MM-dd")	0.0000000000	695	743	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	virtualinvoke l7.<java.util.Calendar: void add(int,int)>(5, 1)	0.0000000000	695	746	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	virtualinvoke l7.<java.util.Calendar: void set(int,int)>(14, 0)	0.0000000000	695	738	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	virtualinvoke l7.<java.util.Calendar: void set(int,int,int,int,int,int)>(l0, $stack15, l2, 0, 0, 0)	0.0000000000	695	737	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	virtualinvoke l8.<java.util.Calendar: void set(int,int)>(14, 0)	0.0000000000	695	740	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: java.util.List listDatesBetween(int,int,int,int,int,int)>	virtualinvoke l8.<java.util.Calendar: void set(int,int,int,int,int,int)>(l3, $stack16, l5, 0, 0, 0)	0.0000000000	695	739	0	0	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: void <init>()>	return	0.0000000000	695	429	0	1	23	
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: void <init>()>	specialinvoke l0.<java.lang.Object: void <init>()>()	0.0000000000	695	429	0	1	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack10 = $stack9[l1]	0.0000000000	695	1281	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack11 = $stack10[l2]	0.0000000000	695	1281	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack14 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlace centralPlace>	0.0000000000	695	1281	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack15 = virtualinvoke $stack14.<comp5111.assignment.cut.Subject$GamePlace: int y()>()	0.0000000000	695	1281	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack3 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	695	1279	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack4 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	695	1280	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack7 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlace centralPlace>	0.0000000000	695	1281	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack8 = virtualinvoke $stack7.<comp5111.assignment.cut.Subject$GamePlace: int x()>()	0.0000000000	695	1281	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	$stack9 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	695	1281	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()> ::: 2")]	0.0000000000	695	1279	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()> ::: 5")]	0.0000000000	695	1280	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	if $stack11 != null goto l2 = l2 + 1	0.0000000000	695	1281	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	if l1 != $stack8 goto $stack9 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	695	1281	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	if l1 >= $stack3 goto return 1	0.0000000000	695	1279	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	if l2 == $stack15 goto l2 = l2 + 1	0.0000000000	695	1281	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	if l2 >= $stack4 goto l1 = l1 + 1	0.0000000000	695	1280	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	l1 = 0	0.0000000000	695	1279	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	l1 = l1 + 1	0.0000000000	695	1279	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	l2 = 0	0.0000000000	695	1280	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	l2 = l2 + 1	0.0000000000	695	1280	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	return 0	0.0000000000	695	1282	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardFull()>	return 1	0.0000000000	695	1286	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack10 = $stack9[l1]	0.0000000000	695	1243	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack11 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	695	1244	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack12 = $stack11[l2]	0.0000000000	695	1244	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack15 = virtualinvoke l3.<comp5111.assignment.cut.Subject$GamePlayer: boolean equals(java.lang.Object)>(l4)	0.0000000000	695	1247	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack5 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	695	1241	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack6 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	695	1242	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	$stack9 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	695	1243	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()> ::: 2")]	0.0000000000	695	1241	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()> ::: 5")]	0.0000000000	695	1242	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	if $stack15 != 0 goto l2 = l2 + 1	0.0000000000	695	1247	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	if l1 >= $stack5 goto return 1	0.0000000000	695	1241	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	if l2 >= $stack6 goto l1 = l1 + 1	0.0000000000	695	1242	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	if l3 != null goto (branch)	0.0000000000	695	1245	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	if l3 == null goto l2 = l2 + 1	0.0000000000	695	1247	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	if l4 == null goto (branch)	0.0000000000	695	1245	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	l1 = 0	0.0000000000	695	1241	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	l1 = l1 + 1	0.0000000000	695	1241	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	l2 = 0	0.0000000000	695	1242	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	l2 = l2 + 1	0.0000000000	695	1242	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	l3 = $stack10[l2]	0.0000000000	695	1243	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	l4 = $stack12[l1]	0.0000000000	695	1244	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	return 0	0.0000000000	695	1246	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	return 0	0.0000000000	695	1248	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isBoardSymmetric()>	return 1	0.0000000000	695	1251	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack10 = virtualinvoke l1.<comp5111.assignment.cut.Subject$GamePlace: int x()>()	0.0000000000	695	1209	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack11 = $stack9[$stack10]	0.0000000000	695	1209	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack12 = virtualinvoke l1.<comp5111.assignment.cut.Subject$GamePlace: int y()>()	0.0000000000	695	1209	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack13 = $stack11[$stack12]	0.0000000000	695	1209	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack14 = 0	0.0000000000	695	1209	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack14 = 1	0.0000000000	695	1209	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack2 = virtualinvoke l1.<comp5111.assignment.cut.Subject$GamePlace: int x()>()	0.0000000000	695	1206	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack3 = virtualinvoke l1.<comp5111.assignment.cut.Subject$GamePlace: int x()>()	0.0000000000	695	1206	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack4 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	695	1206	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack6 = virtualinvoke l1.<comp5111.assignment.cut.Subject$GamePlace: int y()>()	0.0000000000	695	1206	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack7 = virtualinvoke l1.<comp5111.assignment.cut.Subject$GamePlace: int y()>()	0.0000000000	695	1206	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack8 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	695	1206	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	$stack9 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	695	1209	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	goto [?= return $stack14]	0.0000000000	695	1209	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	if $stack13 == null goto $stack14 = 0	0.0000000000	695	1209	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	if $stack2 < 0 goto return 1	0.0000000000	695	1206	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	if $stack3 >= $stack4 goto return 1	0.0000000000	695	1206	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	if $stack6 < 0 goto return 1	0.0000000000	695	1206	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	if $stack7 < $stack8 goto $stack9 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlayer[][] initialBoard>	0.0000000000	695	1206	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	return $stack14	0.0000000000	695	1209	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: boolean isOccupied(comp5111.assignment.cut.Subject$GamePlace)>	return 1	0.0000000000	695	1207	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack10 = virtualinvoke $stack9.<java.lang.Object: java.lang.Object clone()>()	0.0000000000	695	1108	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack11 = (comp5111.assignment.cut.Subject$GamePlayer[][]) $stack10	0.0000000000	695	1108	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack12 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: int size>	0.0000000000	695	1109	0	0	23	
<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GameConfiguration clone()>	$stack13 = l0.<comp5111.assignment.cut.Subject$GameConfiguration: comp5111.assignment.cut.Subject$GamePlace centralPlace>	0.0000000000	695	1113	0	0	23	
